jinhanki_id_joined,geom_joined_any,population
上野五丁目 - 2370,POINT(139.7767331 35.7054378),9206.0
上野五丁目 - 2408,POINT(139.776855 35.705423),9206.0
上野五丁目 - 2374,POINT(139.7770941 35.705399),9206.0
上野五丁目 - 2386,POINT(139.7770915 35.705386),9206.0
小日向三丁目 - 4615,POINT(139.7340696 35.7149844),10742.0
小日向三丁目 - 245,POINT(139.7341058 35.7150841),10742.0
本町三丁目 - 4265,POINT(139.674305 35.694882),10742.0
豊島一丁目 - 4531,POINT(139.7409723 35.7576203),11254.0
三ノ輪二丁目 - 3448,POINT(139.7952648 35.7290038),12278.0
海岸一丁目 - 4706,POINT(139.7622193 35.6547517),1919.0
丹木町三丁目 - 4195,POINT(139.3254572 35.6976375),2174.0
九段北一丁目 - 2664,POINT(139.750411 35.6953472),2558.0
南黒川 - 4690,POINT(139.4707869 35.6131926),2814.0
平山六丁目 - 2873,POINT(139.377069 35.644464),3198.0
神田神保町1 - 4008,POINT(139.7586816 35.6950824),3326.0
富士見町一丁目 - 1239,POINT(139.532595 35.662625),3710.0
芝四丁目 - 2020,POINT(139.750214 35.6495418),6908.0
関前五丁目 - 1573,POINT(139.5417328 35.7129299),6908.0
下連雀三丁目 - 2942,POINT(139.5621837 35.6982804),7164.0
東上野五丁目 - 633,POINT(139.782488 35.7131153),10744.0
東上野五丁目 - 642,POINT(139.7824967 35.7128502),10744.0
神楽坂六丁目 - 3096,POINT(139.7376845 35.7031105),11256.0
松が谷一丁目 - 3956,POINT(139.7883969 35.7109217),12792.0
松が谷一丁目 - 3942,POINT(139.7883875 35.7108073),12792.0
松が谷一丁目 - 3954,POINT(139.7884029 35.7109761),12792.0
元浅草四丁目 - 373,POINT(139.7883796 35.7107324),12792.0
青海二丁目 - 3098,POINT(139.7764169 35.6192253),4861.0
青海二丁目 - 3103,POINT(139.776421 35.619218),4861.0
音羽二丁目 - 176,POINT(139.7266925 35.7201931),5117.0
音羽二丁目 - 178,POINT(139.7267089 35.7201655),5117.0
音羽二丁目 - 175,POINT(139.7267048 35.7201724),5117.0
音羽二丁目 - 174,POINT(139.7267007 35.7201793),5117.0
音羽二丁目 - 180,POINT(139.7266966 35.7201862),5117.0
音羽二丁目 - 173,POINT(139.7266884 35.7202),5117.0
音羽二丁目 - 177,POINT(139.7266843 35.7202069),5117.0
国領町一丁目 - 4414,POINT(139.5520663 35.6509324),6653.0
国領町一丁目 - 4413,POINT(139.55207 35.650904),6653.0
国領町一丁目 - 4412,POINT(139.552175 35.650854),6653.0
本郷三丁目 - 3207,POINT(139.7635913 35.7045412),8698.0
本郷三丁目 - 3204,POINT(139.7634562 35.7045916),8698.0
本郷三丁目 - 3230,POINT(139.76351 35.7042609),8698.0
本郷三丁目 - 3200,POINT(139.7636548 35.7047619),8698.0
本郷三丁目 - 3226,POINT(139.7643056 35.7046238),8698.0
本郷三丁目 - 3210,POINT(139.7635873 35.7045142),8698.0
大森北一丁目 - 2876,POINT(139.7291357 35.5877838),10234.0
台東二丁目 - 2895,POINT(139.7800284 35.7033696),10234.0
小島一丁目 - 2736,POINT(139.7811294 35.7038041),10234.0
小島一丁目 - 2754,POINT(139.7811673 35.7037024),10234.0
台東三丁目 - 2856,POINT(139.7807463 35.7039172),10234.0
台東三丁目 - 2847,POINT(139.7803484 35.7039412),10234.0
台東三丁目 - 2840,POINT(139.7806221 35.7038554),10234.0
大森北一丁目 - 2875,POINT(139.7289336 35.5878539),10234.0
二子一丁目 - 4018,POINT(139.619291 35.607872),3327.0
矢川三丁目 - 402,POINT(139.429069 35.6823874),3839.0
吉祥寺北町三丁目 - 1603,POINT(139.5728603 35.7125587),4862.0
深大寺東町八丁目 - 1112,POINT(139.5571201 35.679669),4863.0
大師駅前一丁目 - 2207,POINT(139.7257086 35.535213),4863.0
富岡一丁目 - 3075,POINT(139.7991641 35.672027),6655.0
富岡一丁目 - 3078,POINT(139.7992695 35.6717486),6655.0
富岡一丁目 - 3076,POINT(139.7992773 35.6717674),6655.0
富岡一丁目 - 3071,POINT(139.7992823 35.6717758),6655.0
富岡一丁目 - 3074,POINT(139.7992736 35.6717587),6655.0
吉祥寺北町一丁目 - 649,POINT(139.5758672 35.7086757),7423.0
中和泉五丁目 - 4450,POINT(139.564797 35.642392),8191.0
中和泉五丁目 - 4448,POINT(139.564718 35.642282),8191.0
中和泉五丁目 - 4449,POINT(139.56476 35.642327),8191.0
南品川一丁目 - 2586,POINT(139.7442221 35.6156458),8191.0
中央一丁目 - 4170,POINT(139.683197 35.70067),8702.0
武蔵野市 - 3183,POINT(139.5639835 35.7107509),10238.0
北上野二丁目 - 479,POINT(139.7852181 35.7174428),16401.0
大和町 - 4685,POINT(139.6550959 35.7098772),16777.0
本郷四丁目 - 2310,POINT(139.7550422 35.7109792),17065.0
本郷四丁目 - 2328,POINT(139.7545379 35.7109911),17065.0
浅草橋五丁目 - 2988,POINT(139.781445 35.7019009),10241.0
浅草橋五丁目 - 2997,POINT(139.7811545 35.7011667),10241.0
台東一丁目 - 2962,POINT(139.7803871 35.701802),10241.0
目黒本町二丁目 - 632,POINT(139.6911998 35.6232631),10753.0
小石川一丁目 - 878,POINT(139.7527352 35.7124921),14849.0
大森北一丁目 - 2874,POINT(139.728208 35.587416),10243.0
上荻四丁目 - 2759,POINT(139.605216 35.7115685),11779.0
本郷五丁目 - 2277,POINT(139.7598677 35.7075827),9221.0
本郷五丁目 - 2275,POINT(139.7602909 35.7077162),9221.0
本郷五丁目 - 2270,POINT(139.7603824 35.7076881),9221.0
本郷五丁目 - 2280,POINT(139.7596944 35.7077899),9221.0
本郷五丁目 - 2273,POINT(139.7603102 35.7076081),9221.0
岩戸北三丁目 - 1405,POINT(139.5832042 35.6349291),9733.0
栄町 - 4533,POINT(139.6726314 35.7374685),11271.0
台東区 - 2088,POINT(139.7855374 35.7160436),11783.0
台東区 - 2089,POINT(139.7855256 35.7159121),11783.0
三ノ輪二丁目 - 3442,POINT(139.7936233 35.7291914),14859.0
西浅草二丁目 - 205,POINT(139.7888173 35.713271),8717.0
十条仲原一丁目 - 928,POINT(139.7217949 35.7615318),12301.0
梅丘二丁目 - 4200,POINT(139.651787 35.649904),11793.0
若林一丁目 - 4688,POINT(139.6609687 35.6463309),11795.0
旭町 - 1964,POINT(139.3376568 35.6562837),8213.0
旭町 - 1977,POINT(139.3377051 35.6562782),8213.0
旭町 - 1965,POINT(139.3375142 35.6563063),8213.0
旭町 - 1973,POINT(139.3375455 35.6563012),8213.0
旭町 - 1963,POINT(139.3374262 35.6564384),8213.0
旭町 - 1959,POINT(139.3376099 35.6562924),8213.0
三崎町 - 2101,POINT(139.3369233 35.6564406),8213.0
旭町 - 1958,POINT(139.3371647 35.6564809),8213.0
旭町 - 1948,POINT(139.3375733 35.6562987),8213.0
駒込一丁目 - 1821,POINT(139.7494995 35.7367472),8725.0
駒込一丁目 - 1822,POINT(139.7494585 35.73675),8725.0
中板橋 - 836,POINT(139.6960956 35.7549209),11285.0
中板橋 - 837,POINT(139.6960937 35.7550043),11285.0
東山町 - 1998,POINT(139.6883001 35.7548776),11797.0
東駒形一丁目 - 1591,POINT(139.7982708 35.7065974),11799.0
東駒形一丁目 - 1589,POINT(139.7981951 35.7064506),11799.0
本郷二丁目 - 3323,POINT(139.7600244 35.7057391),14359.0
東上野一丁目 - 536,POINT(139.7806899 35.7086624),8729.0
大原一丁目 - 290,POINT(139.662705 35.667217),10265.0
千束三丁目 - 3690,POINT(139.7929439 35.720065),10777.0
王子二丁目 - 4602,POINT(139.7379107 35.7589088),9755.0
東上野四丁目 - 662,POINT(139.7782008 35.7132503),11803.0
恵比寿 - 2488,POINT(139.7125177 35.6460711),9245.0
太子堂二丁目 - 4341,POINT(139.6723009 35.6471418),9757.0
新宿五丁目 - 1640,POINT(139.7065387 35.6947632),8223.0
東上野一丁目 - 504,POINT(139.7796683 35.70841),11807.0
中葛西五丁目 - 1400,POINT(139.8692786 35.6634502),12319.0
元浅草一丁目 - 466,POINT(139.7823539 35.7073711),8737.0
小島二丁目 - 2637,POINT(139.7821067 35.7069161),8737.0
東上野一丁目 - 515,POINT(139.7814509 35.7074798),8737.0
弥生二丁目 - 4327,POINT(139.7632415 35.7166238),11297.0
根岸二丁目 - 4049,POINT(139.7771586 35.723935),11299.0
弥生町 - 1883,POINT(139.6934542 35.7516051),12835.0
東田端一丁目 - 1191,POINT(139.7631177 35.7378466),13347.0
本町 - 1445,POINT(139.674709 35.697515),15397.0
南千住六丁目 - 3453,POINT(139.7955086 35.7389309),8743.0
港区 - 2345,POINT(139.742856 35.647813),8743.0
小日向三丁目 - 243,POINT(139.732341 35.7151134),10279.0
音羽一丁目 - 201,POINT(139.7321889 35.7149826),10279.0
小日向三丁目 - 244,POINT(139.7323287 35.7151537),10279.0
音羽一丁目 - 198,POINT(139.7322338 35.7149816),10279.0
西五反田八丁目 - 299,POINT(139.7208688 35.619684),9257.0
三筋一丁目 - 2669,POINT(139.7854944 35.7033512),10793.0
三筋一丁目 - 2665,POINT(139.785254 35.7034501),10793.0
三筋一丁目 - 2666,POINT(139.7855146 35.7033436),10793.0
大崎四丁目 - 3768,POINT(139.7232547 35.6199069),11305.0
南大塚一丁目 - 3737,POINT(139.7375306 35.7295315),14889.0
南大塚一丁目 - 3738,POINT(139.7375322 35.7295465),14889.0
蔵前四丁目 - 2576,POINT(139.7880618 35.7039247),12331.0
下落合一丁目 - 1430,POINT(139.7024766 35.7147352),13355.0
下落合一丁目 - 1429,POINT(139.7022809 35.7147198),13355.0
白銀町 - 3856,POINT(139.739019 35.7031324),9261.0
本郷二丁目 - 3298,POINT(139.7616968 35.7068404),9261.0
本郷二丁目 - 3320,POINT(139.7617661 35.7068232),9261.0
本郷二丁目 - 3347,POINT(139.7612315 35.7067422),9261.0
本郷二丁目 - 3325,POINT(139.7612633 35.7062788),9261.0
白銀町 - 3855,POINT(139.7389564 35.7032572),9261.0
本郷二丁目 - 3341,POINT(139.7612725 35.7062233),9261.0
小石川一丁目 - 877,POINT(139.7514008 35.7113041),10291.0
小石川一丁目 - 875,POINT(139.7514496 35.7112992),10291.0
東大泉六丁目 - 4598,POINT(139.5808849 35.7454248),8245.0
春日一丁目 - 2191,POINT(139.7492739 35.7091092),9269.0
本郷二丁目 - 3321,POINT(139.7593705 35.7026554),10805.0
千住一丁目 - 1084,POINT(139.8032335 35.7467218),8247.0
小石川一丁目 - 882,POINT(139.7511692 35.7135117),11319.0
本郷二丁目 - 3352,POINT(139.7615533 35.7041738),14903.0
本郷三丁目 - 3220,POINT(139.762641 35.7041995),14903.0
本郷四丁目 - 2314,POINT(139.7547725 35.7081877),12345.0
本郷三丁目 - 3219,POINT(139.7622427 35.7045169),13369.0
菊野台一丁目 - 4509,POINT(139.5673501 35.6543384),10811.0
大崎四丁目 - 3767,POINT(139.7221389 35.618673),13371.0
春日一丁目 - 2189,POINT(139.7511979 35.7074239),11325.0
春日一丁目 - 2200,POINT(139.7509163 35.7073776),11325.0
春日一丁目 - 4623,POINT(139.7511446 35.7072597),11325.0
神宮前五丁目 - 644,POINT(139.7096231 35.6635889),9279.0
緑三丁目 - 1116,POINT(139.8053543 35.6952401),13887.0
六本木三丁目 - 4250,POINT(139.738743 35.663958),8257.0
六本木三丁目 - 4247,POINT(139.738754 35.663949),8257.0
小石川二丁目 - 4601,POINT(139.7465847 35.7102509),9793.0
小石川二丁目 - 860,POINT(139.7464492 35.7102718),9793.0
上馬三丁目 - 4703,POINT(139.6619509 35.633424),10305.0
山王三丁目 - 2977,POINT(139.7226095 35.582347),11331.0
文京二丁目 - 4564,POINT(139.4289938 35.5339924),8773.0
根岸二丁目 - 4060,POINT(139.7767524 35.7253138),10309.0
根岸二丁目 - 4046,POINT(139.7766594 35.7254007),10309.0
根岸二丁目 - 4043,POINT(139.7765643 35.7252428),10309.0
東駒形三丁目 - 1571,POINT(139.8043063 35.7077834),11847.0
小島一丁目 - 2755,POINT(139.7814593 35.7039598),8265.0
小島一丁目 - 2744,POINT(139.7818637 35.7040121),8265.0
吉祥寺東町一丁目 - 4202,POINT(139.582225 35.7084482),9801.0
吉祥寺東町一丁目 - 4203,POINT(139.5822534 35.7084428),9801.0
東上野一丁目 - 535,POINT(139.7816161 35.7082011),10825.0
東上野一丁目 - 528,POINT(139.7815385 35.7079001),10825.0
東上野一丁目 - 506,POINT(139.7815886 35.7082604),10825.0
東上野一丁目 - 509,POINT(139.7815137 35.7078775),10825.0
本町 - 1447,POINT(139.6772707 35.6974656),12875.0
本町 - 1446,POINT(139.677676 35.69744),12875.0
千束一丁目 - 3731,POINT(139.7913386 35.7191104),13387.0
千束一丁目 - 3728,POINT(139.7913044 35.7190878),13387.0
恵比寿南三丁目 - 4340,POINT(139.7074896 35.6459897),14411.0
上野六丁目 - 2423,POINT(139.7760902 35.7078582),9293.0
今井南町 - 670,POINT(139.6529198 35.5724832),8271.0
豊洲二丁目 - 2159,POINT(139.7958584 35.6552458),8271.0
豊玉北四丁目 - 4704,POINT(139.6572174 35.7372326),9807.0
松が谷一丁目 - 3952,POINT(139.7859972 35.7114977),9297.0
松が谷一丁目 - 3957,POINT(139.7862191 35.711461),9297.0
西片一丁目 - 816,POINT(139.756358 35.7129512),9809.0
台東一丁目 - 2945,POINT(139.7793786 35.7015323),10833.0
南雪谷二丁目 - 4674,POINT(139.6801845 35.5909407),12881.0
豊島一丁目 - 4530,POINT(139.7414068 35.7582422),9811.0
豊島一丁目 - 1324,POINT(139.741328 35.7579487),9811.0
元浅草四丁目 - 366,POINT(139.7856631 35.7089389),13907.0
神泉町 - 4212,POINT(139.694469 35.65563),8277.0
東上野二丁目 - 582,POINT(139.7794472 35.7099174),8279.0
東中野四丁目 - 934,POINT(139.686037 35.7106173),10839.0
東日暮里四丁目 - 1038,POINT(139.7795852 35.7258556),11863.0
大田区 - 1627,POINT(139.7146602 35.5601242),12375.0
北沢川緑道 橋詰広場 - 1628,POINT(139.6552628 35.6568275),9305.0
後楽二丁目 - 2223,POINT(139.7453473 35.7079296),11865.0
外神田六丁目 - 3531,POINT(139.771444 35.703624),8283.0
外神田六丁目 - 3541,POINT(139.7711053 35.7033584),8283.0
外神田六丁目 - 3511,POINT(139.7716135 35.7035115),8283.0
外神田五丁目 - 3585,POINT(139.7722667 35.703418),8283.0
外神田六丁目 - 3536,POINT(139.7711592 35.7036301),8283.0
外神田六丁目 - 3493,POINT(139.7711717 35.7035859),8283.0
外神田六丁目 - 3535,POINT(139.7711343 35.7033658),8283.0
竜泉二丁目 - 3591,POINT(139.7902352 35.725611),12379.0
竜泉二丁目 - 3593,POINT(139.7893143 35.7257959),12379.0
代沢四丁目 - 409,POINT(139.6705835 35.651668),13403.0
蔵前四丁目 - 2575,POINT(139.788137 35.7040976),14427.0
三筋一丁目 - 2667,POINT(139.786799 35.7042571),14427.0
小石川一丁目 - 876,POINT(139.7544329 35.7112976),14939.0
小石川一丁目 - 874,POINT(139.7544553 35.7113154),14939.0
小石川一丁目 - 884,POINT(139.7544507 35.7113055),14939.0
小石川一丁目 - 890,POINT(139.7544334 35.7112943),14939.0
小石川一丁目 - 879,POINT(139.7544319 35.7112993),14939.0
小石川一丁目 - 886,POINT(139.7544619 35.7113187),14939.0
青葉台四丁目 - 912,POINT(139.6926899 35.6539006),9821.0
中葛西五丁目 - 1396,POINT(139.8739292 35.6621669),12381.0
西葛西八丁目 - 1567,POINT(139.8610332 35.6545345),9311.0
西葛西八丁目 - 1568,POINT(139.8609298 35.6545624),9311.0
赤羽南一丁目 - 1186,POINT(139.7265625 35.7774871),8801.0
赤羽南一丁目 - 1190,POINT(139.7266203 35.7774853),8801.0
代田二丁目 - 647,POINT(139.6621322 35.6563154),11361.0
蔵前一丁目 - 2600,POINT(139.7901631 35.7019963),12385.0
蔵前一丁目 - 2599,POINT(139.7900902 35.7020642),12385.0
西五反田四丁目 - 376,POINT(139.7124492 35.6268213),14945.0
鳥越二丁目 - 2690,POINT(139.7871731 35.7028784),8293.0
鳥越二丁目 - 2682,POINT(139.7871617 35.7028876),8293.0
中野二丁目 - 4061,POINT(139.668999 35.703175),10853.0
本郷二丁目 - 3304,POINT(139.7596495 35.7054957),11877.0
本郷二丁目 - 3292,POINT(139.7596087 35.7054496),11877.0
本郷二丁目 - 3302,POINT(139.7595018 35.7054599),11877.0
本郷二丁目 - 3299,POINT(139.76005 35.7054518),11877.0
本郷二丁目 - 3297,POINT(139.7594123 35.7054314),11877.0
本郷二丁目 - 3333,POINT(139.7601385 35.7049349),11877.0
本郷二丁目 - 3329,POINT(139.7603272 35.7056413),11877.0
本郷二丁目 - 3338,POINT(139.7596467 35.7055036),11877.0
本郷二丁目 - 3290,POINT(139.7601318 35.7050888),11877.0
本郷二丁目 - 3345,POINT(139.7599403 35.7053657),11877.0
本郷二丁目 - 3296,POINT(139.7596515 35.7054889),11877.0
本郷二丁目 - 3337,POINT(139.7595276 35.7051275),11877.0
本郷二丁目 - 3339,POINT(139.7601031 35.7054734),11877.0
松が谷二丁目 - 3910,POINT(139.7872922 35.7146775),10855.0
松が谷二丁目 - 3909,POINT(139.7875773 35.7148122),10855.0
松が谷二丁目 - 3912,POINT(139.7882393 35.714661),10855.0
松が谷二丁目 - 3915,POINT(139.7873277 35.714742),10855.0
台東一丁目 - 2953,POINT(139.7774841 35.701421),9321.0
神田松永町 - 2795,POINT(139.7769547 35.7011476),9321.0
下高井戸二丁目 - 4711,POINT(139.6413105 35.6673201),10345.0
春日二丁目 - 2169,POINT(139.742766 35.7101467),11369.0
下宮比町 - 3937,POINT(139.7428447 35.7046515),12393.0
代田二丁目 - 646,POINT(139.663006 35.658391),10859.0
赤城元町 - 182,POINT(139.7349355 35.7042524),8813.0
赤城元町 - 189,POINT(139.7353682 35.7043385),8813.0
赤城元町 - 184,POINT(139.7353511 35.7043406),8813.0
外神田二丁目 - 3679,POINT(139.7685077 35.7022484),9837.0
外神田二丁目 - 3665,POINT(139.7684709 35.7027599),9837.0
国領町三丁目 - 4422,POINT(139.560129 35.650582),9837.0
外神田二丁目 - 3662,POINT(139.7685713 35.7026072),9837.0
国領町三丁目 - 4421,POINT(139.560145 35.650656),9837.0
国領町三丁目 - 4423,POINT(139.56008 35.650528),9837.0
東山町 - 1996,POINT(139.6877927 35.754769),13935.0
新小川町 - 3782,POINT(139.7425019 35.7059476),10865.0
新小川町 - 3773,POINT(139.7432603 35.7061388),10865.0
新小川町 - 3779,POINT(139.7429952 35.706131),10865.0
新小川町 - 3784,POINT(139.743006 35.7059918),10865.0
新小川町 - 3787,POINT(139.742506 35.7059391),10865.0
新小川町 - 3769,POINT(139.7433205 35.7061535),10865.0
新小川町 - 3778,POINT(139.7426746 35.7059875),10865.0
新小川町 - 3788,POINT(139.7432426 35.7061355),10865.0
新小川町 - 3780,POINT(139.7425077 35.7059347),10865.0
新小川町 - 3789,POINT(139.7430118 35.7059742),10865.0
新小川町 - 3775,POINT(139.7425042 35.7059431),10865.0
小島一丁目 - 2750,POINT(139.7847236 35.7044436),10355.0
三筋一丁目 - 4540,POINT(139.7853151 35.7047037),10355.0
小島一丁目 - 2743,POINT(139.7847665 35.7045086),10355.0
豊玉中三丁目 - 1812,POINT(139.6545145 35.7322074),9333.0
国領町五丁目 - 4487,POINT(139.553698 35.64926),8313.0
王子本町一丁目 - 1277,POINT(139.7351369 35.7536215),8313.0
国領町五丁目 - 4486,POINT(139.553698 35.649373),8313.0
王子本町一丁目 - 1269,POINT(139.7346034 35.7530318),8313.0
小日向二丁目 - 258,POINT(139.7341907 35.7134913),8317.0
小日向二丁目 - 262,POINT(139.7346081 35.7127625),8317.0
小日向二丁目 - 260,POINT(139.7342002 35.7134764),8317.0
小日向二丁目 - 257,POINT(139.7341831 35.7135033),8317.0
小日向二丁目 - 261,POINT(139.734209 35.7134646),8317.0
上祖師谷三丁目 - 4510,POINT(139.5991774 35.6568423),9853.0
蔵前三丁目 - 2580,POINT(139.7915619 35.7057354),11389.0
蔵前三丁目 - 2579,POINT(139.7914647 35.7057697),11389.0
東五軒町 - 3736,POINT(139.7400742 35.7061573),8319.0
筑土八幡町 - 3825,POINT(139.7406162 35.7055892),8319.0
横網二丁目 - 1441,POINT(139.7966984 35.7003347),12415.0
恵比寿南一丁目 - 156,POINT(139.711631 35.6434888),8321.0
西五反田四丁目 - 390,POINT(139.7115799 35.6264335),12929.0
西五反田四丁目 - 386,POINT(139.7114483 35.6263435),12929.0
西五反田四丁目 - 379,POINT(139.7114545 35.6263441),12929.0
西五反田四丁目 - 393,POINT(139.7114059 35.6263266),12929.0
西五反田四丁目 - 378,POINT(139.7114248 35.6263301),12929.0
西五反田四丁目 - 384,POINT(139.7116897 35.6264067),12929.0
西五反田四丁目 - 387,POINT(139.7114623 35.6263452),12929.0
国領町四丁目 - 4468,POINT(139.559941 35.647678),8323.0
国領町四丁目 - 4392,POINT(139.559995 35.647645),8323.0
国領町三丁目 - 4434,POINT(139.560085 35.648016),8323.0
国領町四丁目 - 4391,POINT(139.560083 35.647584),8323.0
国領町四丁目 - 4390,POINT(139.560091 35.647569),8323.0
春日一丁目 - 2185,POINT(139.7497029 35.7090552),11395.0
春日一丁目 - 2190,POINT(139.7500131 35.7090531),11395.0
春日一丁目 - 2203,POINT(139.7498315 35.7088106),11395.0
春日一丁目 - 2199,POINT(139.7496958 35.709217),11395.0
春日一丁目 - 2194,POINT(139.7497052 35.70904),11395.0
春日一丁目 - 2205,POINT(139.7497563 35.7090309),11395.0
春日一丁目 - 2195,POINT(139.7496978 35.7092843),11395.0
東向島二丁目 - 2154,POINT(139.815926 35.7180305),12419.0
大森西五丁目 - 4652,POINT(139.7303875 35.5701659),9351.0
北沢川緑道 橋詰広場 - 4663,POINT(139.6546818 35.6563396),11399.0
北沢川緑道 橋詰広場 - 4503,POINT(139.6543339 35.6563676),11399.0
入谷一丁目 - 3817,POINT(139.7862212 35.7221498),8841.0
下谷二丁目 - 3980,POINT(139.7865301 35.7226733),8841.0
台東四丁目 - 2827,POINT(139.7791449 35.7060158),9865.0
台東四丁目 - 2810,POINT(139.7795834 35.7060518),9865.0
台東四丁目 - 2832,POINT(139.7789308 35.7059616),9865.0
台東三丁目 - 2854,POINT(139.7792676 35.7056429),9865.0
東上野一丁目 - 524,POINT(139.7776204 35.708128),9355.0
東上野一丁目 - 497,POINT(139.7777175 35.7081006),9355.0
東上野一丁目 - 502,POINT(139.7777103 35.708067),9355.0
東上野一丁目 - 519,POINT(139.7776902 35.7084617),9355.0
玉川台二丁目 - 1608,POINT(139.6304917 35.6214739),9867.0
新町二丁目 - 1612,POINT(139.5431234 35.7135153),9867.0
鳥越一丁目 - 2777,POINT(139.7847374 35.7030735),12941.0
下落合二丁目 - 1420,POINT(139.7032199 35.7161722),13453.0
松原三丁目 - 739,POINT(139.6434677 35.6682937),10383.0
松原三丁目 - 740,POINT(139.6434355 35.6682022),10383.0
雷門二丁目 - 253,POINT(139.795097 35.7091146),10383.0
本郷四丁目 - 2321,POINT(139.7569151 35.7074526),11919.0
本郷四丁目 - 2322,POINT(139.7570152 35.7076322),11919.0
本郷四丁目 - 2315,POINT(139.7570762 35.7075408),11919.0
本郷四丁目 - 2325,POINT(139.7570538 35.7076229),11919.0
本郷四丁目 - 2318,POINT(139.7570747 35.7075527),11919.0
東上野三丁目 - 615,POINT(139.7817974 35.7092532),13455.0
東上野三丁目 - 599,POINT(139.7816177 35.7092876),13455.0
台東区 - 2085,POINT(139.7844543 35.7153148),16015.0
大塚二丁目 - 344,POINT(139.7303481 35.7188375),8849.0
碑文谷二丁目 - 297,POINT(139.6872296 35.6236338),8849.0
蒲田五丁目 - 1814,POINT(139.7184706 35.5629231),10385.0
牡丹一丁目 - 2939,POINT(139.794482 35.671698),10387.0
小日向一丁目 - 264,POINT(139.739566 35.7110013),11411.0
三筋一丁目 - 2668,POINT(139.7867889 35.7037501),10389.0
目黒三丁目 - 805,POINT(139.7054447 35.6332831),10389.0
上北沢五丁目 - 895,POINT(139.617167 35.671343),9367.0
上北沢五丁目 - 896,POINT(139.617164 35.671342),9367.0
谷中六丁目 - 4157,POINT(139.7702806 35.723278),8345.0
北上野一丁目 - 492,POINT(139.7831082 35.7168399),11417.0
小石川一丁目 - 880,POINT(139.7532492 35.7108516),12441.0
小石川一丁目 - 885,POINT(139.753342 35.7111777),12441.0
本郷三丁目 - 3244,POINT(139.7619939 35.707452),12441.0
本郷三丁目 - 3212,POINT(139.7621163 35.7074506),12441.0
小石川一丁目 - 887,POINT(139.7534283 35.7108853),12441.0
小石川一丁目 - 888,POINT(139.7531179 35.7111252),12441.0
本郷三丁目 - 3245,POINT(139.7624375 35.7061965),12953.0
浅草橋三丁目 - 3113,POINT(139.787457 35.7005923),8859.0
浅草橋二丁目 - 3143,POINT(139.7871111 35.6995719),8859.0
浅草橋三丁目 - 3117,POINT(139.7870269 35.6999991),8859.0
元浅草二丁目 - 423,POINT(139.7829393 35.7106233),9371.0
六本木三丁目 - 4246,POINT(139.73877 35.664036),9371.0
六本木三丁目 - 4248,POINT(139.738754 35.664066),9371.0
江古田一丁目 - 3358,POINT(139.6738857 35.7234092),11931.0
西六郷一丁目 - 1583,POINT(139.7096231 35.5532401),9373.0
西六郷一丁目 - 1584,POINT(139.71001 35.553107),9373.0
台東区 - 978,POINT(139.7911001 35.7174883),11421.0
国領町三丁目 - 4436,POINT(139.562341 35.649883),8351.0
国領町三丁目 - 1070,POINT(139.56242 35.6499688),8351.0
国領町三丁目 - 1077,POINT(139.5624133 35.6500888),8351.0
国領町三丁目 - 1076,POINT(139.5623577 35.6501497),8351.0
国領町三丁目 - 1073,POINT(139.5623811 35.6501514),8351.0
国領町三丁目 - 4439,POINT(139.56232 35.649926),8351.0
国領町三丁目 - 1071,POINT(139.562414 35.650038),8351.0
国領町三丁目 - 1072,POINT(139.5624086 35.6501089),8351.0
国領町三丁目 - 1075,POINT(139.5623831 35.6499367),8351.0
国領町三丁目 - 1074,POINT(139.562414 35.6499895),8351.0
国領町三丁目 - 4435,POINT(139.562299 35.649874),8351.0
国領町三丁目 - 1069,POINT(139.5624106 35.650098),8351.0
湯島四丁目 - 2354,POINT(139.7671534 35.7073093),9375.0
道玄坂二丁目 - 4163,POINT(139.7017766 35.6585142),11935.0
小島二丁目 - 2655,POINT(139.7817356 35.7064507),12959.0
小島二丁目 - 2647,POINT(139.7819696 35.7064444),12959.0
小島二丁目 - 2639,POINT(139.7819388 35.7062848),12959.0
砧五丁目 - 4515,POINT(139.6078261 35.6387331),9889.0
境 - 3708,POINT(139.5436928 35.7089223),8355.0
関口一丁目 - 3275,POINT(139.7280343 35.7095245),8355.0
関口一丁目 - 3273,POINT(139.7275926 35.7094923),8355.0
関口一丁目 - 3274,POINT(139.7279487 35.709805),8355.0
武蔵野市 - 3187,POINT(139.5633837 35.7110565),8867.0
東上野四丁目 - 655,POINT(139.7791618 35.7125675),9379.0
東上野三丁目 - 623,POINT(139.7800848 35.7123519),9379.0
堀ノ内一丁目 - 4496,POINT(139.6486884 35.6853471),9379.0
東上野三丁目 - 625,POINT(139.7789629 35.7122739),9379.0
東上野三丁目 - 622,POINT(139.7789948 35.7116123),9379.0
元浅草一丁目 - 461,POINT(139.7844113 35.7089163),9379.0
東上野四丁目 - 656,POINT(139.7791736 35.712563),9379.0
亀沢一丁目 - 1177,POINT(139.7989955 35.6970815),10915.0
亀沢一丁目 - 1180,POINT(139.7988337 35.6975418),10915.0
神泉町 - 4214,POINT(139.692278 35.658521),10405.0
上目黒三丁目 - 937,POINT(139.6977091 35.6437952),12453.0
三筋二丁目 - 2621,POINT(139.7868139 35.7061943),12965.0
三筋二丁目 - 2620,POINT(139.7868681 35.7061784),12965.0
